Project,Build,Runtime,Architecture,Tiered,Ready2Run,PreJIT,ZipSize,MemorySize,Runs,Init,Cold Used,Total Warm Used (100),Cost (µ$)
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-YesR2R-NoPreJIT-512,dotnet6,arm64,no,yes,no,645283,512MB,100,291.838,907.007,235.76,27.818488758919997
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-YesR2R-NoPreJIT-5120,dotnet6,arm64,no,yes,no,645283,5120MB,100,255.417,244.363,233.331,52.04641923129999
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-YesR2R-YesPreJIT-1024,dotnet6,arm64,no,yes,yes,645283,1024MB,100,348.288,357.363,224.883,27.96331481638
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-YesR2R-YesPreJIT-128,dotnet6,arm64,no,yes,yes,645283,128MB,100,346.159,3200.705,1142.352,27.4384650254775
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-YesR2R-YesPreJIT-1769,dotnet6,arm64,no,yes,yes,645283,1769MB,100,346.658,204.627,224.91,30.093953603635253
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-YesR2R-YesPreJIT-256,dotnet6,arm64,no,yes,yes,645283,256MB,100,346.884,1598.711,406.117,26.882794080469996
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-YesR2R-YesPreJIT-512,dotnet6,arm64,no,yes,yes,645283,512MB,100,348.615,753.974,238.541,26.816800417169997
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-YesR2R-YesPreJIT-5120,dotnet6,arm64,no,yes,yes,645283,5120MB,100,308.938,195.93,232.348,48.7519894259
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-NoR2R-NoPreJIT-1024,dotnet6,arm64,yes,no,no,239854,1024MB,100,252.397,568.524,254.35,31.171710858279997
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-NoR2R-NoPreJIT-128,dotnet6,arm64,yes,no,no,239854,128MB,124,251.6,6049.278,4344.62,37.52324951904035
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-NoR2R-NoPreJIT-1769,dotnet6,arm64,yes,no,no,239854,1769MB,100,250.123,324.167,249.117,33.40501068357746
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-NoR2R-NoPreJIT-256,dotnet6,arm64,yes,no,no,239854,256MB,100,250.022,2763.498,1310.366,33.779614897735
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-NoR2R-NoPreJIT-512,dotnet6,arm64,yes,no,no,239854,512MB,100,251.546,1239.125,389.864,31.059980966299992
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-NoR2R-NoPreJIT-5120,dotnet6,arm64,yes,no,no,239854,5120MB,100,229.872,322.625,241.76,57.825854795
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-NoR2R-YesPreJIT-1024,dotnet6,arm64,yes,no,yes,239854,1024MB,100,367.651,393.982,260.268,28.92337561666
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-NoR2R-YesPreJIT-128,dotnet6,arm64,yes,no,yes,239854,128MB,141,363.683,4392.526,4250.768,34.605562689391846
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-NoR2R-YesPreJIT-1769,dotnet6,arm64,yes,no,yes,239854,1769MB,100,369.055,227.05,253.067,31.258993345471502
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-NoR2R-YesPreJIT-256,dotnet6,arm64,yes,no,yes,239854,256MB,100,366.865,2074.072,1330.202,31.547636404565
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-NoR2R-YesPreJIT-512,dotnet6,arm64,yes,no,yes,239854,512MB,100,365.753,860.168,378.365,28.456927951099996
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-NoR2R-YesPreJIT-5120,dotnet6,arm64,yes,no,yes,239854,5120MB,100,342.844,221.297,244.258,51.237128518199995
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-YesR2R-NoPreJIT-1024,dotnet6,arm64,yes,yes,no,645284,1024MB,100,253.972,392.502,261.01,28.91354090082
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-YesR2R-NoPreJIT-128,dotnet6,arm64,yes,yes,no,645284,128MB,141,253.086,4503.291,4133.771,34.59517646724823
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-YesTC-YesR2R-NoPreJIT-1769,dotnet6,arm64,yes,yes,no,645284,1769MB,100,254.3,227.019,249.286,31.17118785436291
